configuration_id,total_energy_eV,converged,used_in_fit,notes
128,-529.932655960000,true,true,
129,-529.956023160000,true,true,
130,-529.993745670000,true,true,
131,-529.986763580000,true,true,
132,-529.971787190000,true,true,
133,-529.971619460000,true,true,
134,-529.956019050000,true,true,
135,-529.949543950000,true,true,
136,-529.948928640000,true,true,
137,-529.963714510000,true,true,
138,-530.006395850000,true,true,
139,-529.948776840000,true,true,
140,-529.957048260000,true,true,
141,-529.970774500000,true,true,
142,-529.963717230000,true,true,
143,-529.986731240000,true,true,
144,-529.994647310000,true,true,
145,-529.963361250000,true,true,
146,-529.999809770000,true,true,
147,-530.021821750000,true,true,
148,-529.978597780000,true,true,
149,-529.971440910000,true,true,
150,-529.986333840000,true,true,
151,-529.964215580000,true,true,
152,-529.993883080000,true,true,
153,-529.978666160000,true,true,
154,-529.993657750000,true,true,
155,-530.022015820000,true,true,
156,-529.941753280000,true,true,
157,-529.978448990000,true,true,
158,-529.971843170000,false,false,electronic SCF not converged
159,-529.993342330000,true,true,
160,-529.963817690000,true,true,
161,-529.979087120000,true,true,
162,-529.978705790000,true,true,
163,-529.956963250000,true,true,
164,-529.970635630000,true,true,
165,-529.971355730000,true,true,
166,-529.986455450000,true,true,
167,-529.992893960000,true,true,
168,-529.978432510000,true,true,
169,-529.956527990000,true,true,
170,-529.964344740000,true,true,
171,-529.985777540000,true,true,
172,-529.971808600000,true,true,
173,-529.957159270000,true,true,
174,-529.979091390000,true,true,
175,-529.978846470000,true,true,
176,-529.979478560000,true,true,
177,-529.986044900000,true,true,
178,-529.970826920000,true,true,
179,-529.946950910000,true,true,
180,-529.986297430000,true,true,
181,-529.971426620000,true,true,
182,-529.971192830000,true,true,
183,-529.972349260000,true,true,
184,-530.007233090000,true,true,
185,-529.985965010000,true,true,
186,-529.965018890000,true,true,
187,-529.986905490000,true,true,
188,-529.971269760000,true,true,
189,-529.940058250000,true,true,
190,-529.934766960000,true,true,
191,-529.975874760000,true,true,
192,-529.971080270000,true,true,
193,-529.977847490000,true,true,
194,-529.985646880000,true,true,
195,-529.971323300000,true,true,
196,-529.986743100000,true,true,
197,-529.986378950000,true,true,
198,-530.007963490000,true,true,
199,-505.085356090000,false,false,electronic SCF not converged
200,-529.986149100000,true,true,
201,-529.985938750000,true,true,
202,-529.948821360000,true,true,
203,-529.956911530000,true,true,
204,-529.956268740000,true,true,
205,-530.015694680000,true,true,
206,-529.970671940000,true,true,
207,-529.964125480000,true,true,
208,-529.993062920000,true,true,
209,-529.978688080000,true,true,
210,-529.971494680000,true,true,
211,-529.955857250000,true,true,
212,-529.993924450000,true,true,
213,-529.986271500000,true,true,
214,-529.993832530000,true,true,
215,-529.986198470000,true,true,
216,-529.994221880000,true,true,
217,-529.987439210000,true,true,
218,-529.978946830000,true,true,
219,-529.985589050000,true,true,
220,-529.985685700000,true,true,
221,-529.979059830000,true,true,
222,-529.979136890000,true,true,
223,-529.986249690000,true,true,
224,-529.971542480000,true,true,
225,-529.978950430000,true,true,
226,-530.001316700000,true,true,
227,-529.977928000000,true,true,
228,-529.986575050000,true,true,
229,-530.000387610000,true,true,
230,-529.979187360000,true,true,
231,-529.986298840000,true,true,
232,-525.491165860000,false,false,electronic SCF not converged
233,-529.994083520000,true,true,
234,-529.993690230000,true,true,
235,-529.985641000000,true,true,
236,-529.993767670000,true,true,
237,-529.993388220000,true,true,
238,-529.986807060000,true,true,
239,-529.978615070000,true,true,
