configuration_id,total_energy_eV,converged,used_in_fit,notes
77,-532.050475190000,true,true,
78,-532.075886390000,true,true,
79,-532.057421690000,true,true,
80,-532.040218790000,true,true,
81,-532.058332720000,true,true,
82,-532.068666500000,true,true,
83,-532.110734800000,true,true,
84,-532.033096740000,true,true,
85,-532.024979250000,true,true,
86,-532.048995260000,true,true,
87,-532.014083290000,true,true,
88,-532.083684190000,true,true,
89,-532.041951160000,true,true,
90,-532.055721010000,true,true,
91,-532.058407850000,true,true,
92,-532.031895060000,true,true,
93,-532.082088850000,true,true,
94,-532.050308670000,true,true,
95,-527.730656350000,false,false,electronic SCF not converged
96,-532.041579970000,true,true,
97,-532.066562670000,true,true,
98,-532.092673050000,true,true,
99,-532.016048790000,true,true,
100,-532.066573680000,true,true,
101,-532.076490820000,true,true,
102,-532.075254850000,true,true,
103,-532.097857290000,true,true,
104,-532.058563150000,true,true,
105,-532.091079580000,true,true,
106,-532.075218420000,true,true,
107,-532.057098590000,true,true,
108,-532.040559810000,true,true,
109,-532.057597950000,true,true,
110,-532.076396500000,true,true,
111,-532.048115730000,true,true,
112,-532.049305160000,true,true,
113,-527.711030360000,false,false,electronic SCF not converged
114,-532.058041000000,true,true,
115,-532.031433360000,true,true,
116,-532.059778200000,true,true,
117,-532.066478050000,true,true,
118,-532.074838880000,true,true,
119,-532.089736520000,true,true,
120,-532.039401430000,true,true,
121,-532.032403950000,true,true,
122,-532.067052410000,true,true,
123,-532.066569710000,true,true,
124,-532.075095810000,true,true,
125,-532.041007080000,true,true,
126,-532.015877830000,true,true,
127,-532.048281530000,true,true,
128,-532.005147810000,true,true,
129,-532.031154020000,true,true,
130,-532.075517110000,true,true,
131,-532.067237600000,true,true,
132,-532.050144170000,true,true,
133,-532.050250720000,true,true,
134,-532.031808810000,true,true,
135,-532.024755410000,true,true,
136,-532.024068740000,true,true,
137,-532.040926010000,true,true,
138,-532.088932440000,true,true,
139,-532.024209200000,true,true,
140,-532.033658400000,true,true,
141,-532.048984770000,true,true,
142,-532.040928710000,true,true,
143,-532.067187060000,true,true,
144,-532.076911730000,true,true,
145,-532.040515110000,true,true,
146,-532.081451400000,true,true,
147,-532.107239300000,true,true,
148,-532.057897750000,true,true,
149,-532.050053870000,true,true,
150,-532.067408990000,true,true,
151,-532.041827740000,true,true,
152,-532.075698010000,true,true,
153,-532.058324330000,true,true,
154,-532.075414080000,true,true,
155,-532.107125210000,true,true,
156,-532.015860310000,true,true,
157,-532.057416180000,true,true,
158,-532.050533740000,false,false,electronic SCF not converged
159,-532.074409920000,true,true,
160,-532.041365890000,true,true,
161,-532.058798490000,true,true,
162,-532.057369640000,true,true,
163,-532.033558860000,true,true,
164,-532.048493960000,true,true,
165,-532.049634940000,true,true,
166,-532.066872730000,true,true,
167,-532.074233410000,true,true,
168,-532.057388470000,true,true,
169,-532.033075570000,true,true,
170,-532.041980080000,true,true,
171,-532.065783070000,true,true,
172,-532.050158680000,true,true,
173,-532.034123720000,true,true,
174,-532.058823810000,true,true,
175,-532.058531690000,true,true,
176,-532.058598820000,true,true,
177,-532.066066930000,true,true,
178,-532.048359310000,true,true,
179,-532.022119140000,true,true,
180,-532.066693090000,true,true,
181,-532.049709730000,true,true,
182,-532.048472110000,true,true,
183,-532.051448900000,true,true,
184,-532.090260300000,true,true,
185,-532.066640950000,true,true,
186,-532.042768890000,true,true,
187,-532.067743670000,true,true,
188,-532.049536210000,true,true,
189,-532.013595640000,true,true,
190,-532.008559620000,true,true,
191,-532.054116220000,true,true,
192,-532.049314190000,true,true,
193,-532.056385210000,true,true,
194,-532.065628490000,true,true,
195,-532.048955270000,true,true,
196,-532.067546670000,true,true,
197,-532.066786310000,true,true,
198,-532.091436360000,true,true,
199,-509.762574840000,false,false,electronic SCF not converged
200,-532.066840970000,true,true,
201,-532.065948870000,true,true,
202,-532.024258790000,true,true,
203,-532.033495570000,true,true,
204,-532.032102570000,true,true,
205,-532.100241040000,true,true,
206,-532.048192650000,true,true,
207,-532.041360030000,true,true,
208,-532.074436040000,true,true,
209,-532.057362340000,true,true,
210,-532.049813980000,true,true,
211,-532.031302740000,true,true,
212,-532.076073850000,true,true,
213,-532.067326900000,true,true,
214,-532.075309370000,true,true,
215,-532.067235320000,true,true,
216,-532.076382330000,true,true,
217,-532.069034100000,true,true,
218,-532.058656030000,true,true,
219,-532.066220710000,true,true,
220,-532.065988080000,true,true,
221,-532.058112250000,true,true,
222,-532.058854100000,true,true,
223,-532.066963760000,true,true,
224,-532.049850230000,true,true,
225,-532.058970000000,true,true,
226,-532.083833110000,true,true,
227,-532.056466380000,true,true,
228,-532.067015230000,true,true,
229,-532.082769060000,true,true,
230,-532.058256820000,true,true,
231,-532.067366230000,true,true,
232,-527.722156060000,false,false,electronic SCF not converged
233,-532.075914350000,true,true,
234,-532.075489140000,true,true,
235,-532.066289630000,true,true,
236,-532.075250140000,true,true,
237,-532.074137120000,true,true,
238,-532.067644680000,true,true,
239,-532.057928130000,true,true,
