configuration_id,total_energy_eV,converged,used_in_fit,notes
177,-536.532334190000,true,true,
178,-536.508589940000,true,true,
179,-536.476936270000,true,true,
180,-536.533936770000,true,true,
181,-536.511904560000,true,true,
182,-536.508024400000,true,true,
183,-536.515783270000,true,true,
184,-536.563689100000,true,true,
185,-536.534636580000,true,true,
186,-536.503797780000,true,true,
187,-536.536140170000,true,true,
188,-536.511699140000,true,true,
189,-536.464356230000,true,true,
190,-536.460221420000,true,true,
191,-536.516003150000,true,true,
192,-536.511387860000,true,true,
193,-536.519014760000,true,true,
194,-536.531792580000,true,true,
195,-536.509431430000,true,true,
196,-536.535855080000,true,true,
197,-536.534060960000,true,true,
198,-536.566025230000,true,true,
199,-514.521017120000,false,false,electronic SCF not converged
200,-536.534875620000,true,true,
201,-536.532185160000,true,true,
202,-536.479745260000,true,true,
203,-536.491729930000,true,true,
204,-536.488367670000,true,true,
205,-536.577390610000,true,true,
206,-536.508395850000,true,true,
207,-536.501052800000,true,true,
208,-536.544012560000,true,true,
209,-536.520330650000,true,true,
210,-536.512104960000,true,true,
211,-536.486551650000,true,true,
212,-536.547683050000,true,true,
213,-536.536317780000,true,true,
214,-536.545137940000,true,true,
215,-536.536179170000,true,true,
216,-536.548011010000,true,true,
217,-536.539408040000,true,true,
218,-536.524349070000,true,true,
219,-536.534108990000,true,true,
220,-536.533001880000,true,true,
221,-536.522064830000,true,true,
222,-536.524567490000,true,true,
223,-536.535052750000,true,true,
224,-536.512113710000,true,true,
225,-536.525491160000,true,true,
226,-536.556144110000,true,true,
227,-536.519096080000,true,true,
228,-536.534368460000,true,true,
229,-536.554747880000,true,true,
230,-536.522248300000,true,true,
231,-536.536391790000,true,true,
232,-532.499230590000,false,false,electronic SCF not converged
233,-536.546669770000,true,true,
234,-536.546169580000,true,true,
235,-536.534220890000,true,true,
236,-536.545089570000,true,true,
237,-536.542056820000,true,true,
238,-536.536035920000,true,true,
239,-536.522586850000,true,true,
