configuration_id,total_energy_eV,converged,used_in_fit,notes
155,-528.037890270000,true,true,
156,-527.967498340000,true,true,
157,-527.999823120000,true,true,
158,-527.993509730000,false,false,electronic SCF not converged
159,-528.012837270000,true,true,
160,-527.986505490000,true,true,
161,-527.999839240000,true,true,
162,-528.000329770000,true,true,
163,-527.980504270000,true,true,
164,-527.992999810000,true,true,
165,-527.993367310000,true,true,
166,-528.006553590000,true,true,
167,-528.012166920000,true,true,
168,-527.999816820000,true,true,
169,-527.980110210000,true,true,
170,-527.986955150000,true,true,
171,-528.006222120000,true,true,
172,-527.993757550000,true,true,
173,-527.980393830000,true,true,
174,-527.999826520000,true,true,
175,-527.999622670000,true,true,
176,-528.000717110000,true,true,
177,-528.006474870000,true,true,
178,-527.993461100000,true,true,
179,-527.971761050000,true,true,
180,-528.006414890000,true,true,
181,-527.993433160000,true,true,
182,-527.994034100000,true,true,
183,-527.993673000000,true,true,
184,-528.024971400000,true,true,
185,-528.005852910000,true,true,
186,-527.987529040000,true,true,
187,-528.006651330000,true,true,
188,-527.993292790000,true,true,
189,-527.966285570000,true,true,
190,-527.960838890000,true,true,
191,-527.997866960000,true,true,
192,-527.993130060000,true,true,
193,-527.999582000000,true,true,
194,-528.006111740000,true,true,
195,-527.993870280000,true,true,
196,-528.006518630000,true,true,
197,-528.006486450000,true,true,
198,-528.025327180000,true,true,
199,-506.175537220000,false,false,electronic SCF not converged
200,-528.006022760000,true,true,
201,-528.006378850000,true,true,
202,-527.973396160000,true,true,
203,-527.980462610000,true,true,
204,-527.980445740000,true,true,
205,-528.032097120000,true,true,
206,-527.993316750000,true,true,
207,-527.987070440000,true,true,
208,-528.012305740000,true,true,
209,-528.000303180000,true,true,
210,-527.993470960000,true,true,
211,-527.980359220000,true,true,
212,-528.012518020000,true,true,
213,-528.005842610000,true,true,
214,-528.012983470000,true,true,
215,-528.005785590000,true,true,
216,-528.012804020000,true,true,
217,-528.006552080000,true,true,
218,-527.999701090000,true,true,
219,-528.005516270000,true,true,
220,-528.005884990000,true,true,
221,-528.000357740000,true,true,
222,-527.999884030000,true,true,
223,-528.006103910000,true,true,
224,-527.993528940000,true,true,
225,-527.999449000000,true,true,
226,-528.019537190000,true,true,
227,-527.999661510000,true,true,
228,-528.006653450000,true,true,
229,-528.018726860000,true,true,
230,-528.000469620000,true,true,
231,-528.005860440000,true,true,
232,-523.364520540000,false,false,electronic SCF not converged
233,-528.012938700000,true,true,
234,-528.012574540000,true,true,
235,-528.005553620000,true,true,
236,-528.012913270000,true,true,
237,-528.013146500000,true,true,
238,-528.006552740000,true,true,
239,-527.999701110000,true,true,
