parameter,value_ueV
J1,28.5976518370167
J2,338.879498991823
J3,2.86475943505459
J4,5.46106224977455
J5,-0.511830792737235
J6,4.82282813834881
J7a,0.335850777464883
J7b,8.30075964127157
J8,0.283476212238512
J9,-0.0454078880851756
J10,-0.153620748708503
J11,0.122409384329303
J12,0.0321385129700745
deltaJ7,7.96490886380669
